sr,tender_number,title,description,ppra_category,reference,organization,location,status,advertised_date,closing_date,closing_time,detail_url,category,closing_dt,scraped_at
436,TS0000011957E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Four Column Automatic Hydraulic Press Four Column Automatic Hydraulic Press,Mechanical/Machinery,5167/136/FP/Capt/SJL,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 24, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011957E,Defence/Military,2026-09-24,2026-08-30T06:06:58.732314
437,TS0000011910E,Air Intake Filter Elements & Pre-Filter Socks,Air Intake Filter Elements & Pre-Filter...,Miscellaneous,SNC-1937/26,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 22, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011910E,Other,2026-09-22,2026-08-30T06:06:58.732314
438,TS0000011904E,Valve Lubricants / Grease,"Valve Lubricants/Grease, Qty. 520 Nos. (04 Items)",Miscellaneous,SNC-1936/26,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 21, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011904E,Other,2026-09-21,2026-08-30T06:06:58.732314
439,TS0000011946E,"Auction Notice For Damaged Pedestrain Bridge at Khyber & Pertaining to NHA Maintenance Unity, Sindh South Region , Karchi",,Civil Goods,Karachi,Ministry of Communications,Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 21, 2026",12:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011946E,Services,2026-09-21,2026-08-30T06:06:58.732314
440,TS0000012007E,Invitation of Technical and Financial Proposals (hiring of Financial Advisor for the Private Sector Participation in two (02) DISCOs i.e. LESCO & MEPCO,Invitation of Technical and Financial Proposals (hiring of Financial Advisor for the Private Sector Participation in two (02) DISCOs i.e. LESCO & MEPCO Invitation of Technical and Financial Proposals...,Services,1 (2)/adv-II/L&M/PC/2026,Ministry of Privatisation-Privatisation Commission,Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 21, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012007E,Services,2026-09-21,2026-08-30T06:06:58.732314
441,TS0000011944E,"Pre-Qualification of Developers for Establishment of the Multipurpose Cargo Terminal on Build, Operate and Transfer (BOT) Basis",Prequalification of potential developers to...,Civil Works,PQA/PSP496/2018 P-IV,Ministry of Maritime Affairs,Karachi - Pakistan,Published,"Aug 21, 2026","Sep 20, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011944E,Construction/Works,2026-09-20,2026-08-30T06:06:58.732314
442,TS0000011898E,"Furniture, Fixture, Split Air Conditioners 1.5, 2.0 Ton and Dot Matrix Printers",,Miscellaneous,SGD/03/2026,State Life Insurance Corporation of Pakistan,Sargodha - Pakistan,Published,"Aug 21, 2026","Sep 17, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011898E,Other,2026-09-17,2026-08-30T06:06:58.732314
443,TS0000011948E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Hand Tools  & Shop Equipment’s Hand Tools & Shop Equipment’s,Equipments,0373/LP/SJL/55,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 17, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011948E,Defence/Military,2026-09-17,2026-08-30T06:06:58.732314
444,TS0000011953E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Machine/Plant Spares (Electrical) Machine/Plant Spares (Electrical),Electrical Items,0221/LP/SJL/56,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 17, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011953E,Energy/Utilities,2026-09-17,2026-08-30T06:06:58.732314
445,TS0000011897E,Provision of GPON services to 509 Kenal Colony KRL Kahuta,,Info and Comm Tech,P89836,Ministry of IT and TeleCommunication,Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011897E,Services,2026-09-15,2026-08-30T06:06:58.732314
446,TS0000011913E,1. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP DINA BRANCH (0616) RO JHELUM,1. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/59,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011913E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
447,TS0000011918E,2. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP DAULTALA BRANCH (0803) RO JHELUM,2. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/60,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011918E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
448,TS0000011920E,3. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP SUMBALGAH BRANCH (1683) RO RAWALPINDI,3. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/61,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011920E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
449,TS0000011923E,4. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP KHANNA DAK BRANCH (0963) RO RAWALPINDI,4. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/62,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011923E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
450,TS0000011925E,5. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP AOC MORGAH BRANCH (0639) RO RAWALPINDI,5. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/63,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011925E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
451,TS0000011926E,6. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP PAF CHAKLALA BRANCH (0557) RO RAWALPINDI,6. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/64,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011926E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
452,TS0000011927E,7. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP IBB CHAKLALA SCHEME III BRANCH (2047) RAWALPINDI FEDC REGION,7. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/65,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011927E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
453,TS0000011928E,8. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP IBB QAMAR SIALVI ROAD BRANCH (1976) GUJRAT FEDC REGION,8. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/66,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011928E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
454,TS0000011929E,9. MAJOR RENOVATION & REFURBISHMENT WORKS OF NBP IBB SHAHEEDAN BAZAR BRANCH (0578) MARDAN KPK REGION,9. MAJOR RENOVATION & REFURBISHMENT WORKS OF...,Civil Works,LCMG/PROC/LHR/67,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011929E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
455,TS0000011937E,RFP-TL03-2026: PROCUREMENT OF CONSULTANCY SERVICES FOR CONSTRUCTION SUPERVISION AND ALLIED ACTIVITIES INCLUDING VERIFICATION OF CONTRACTOR’S INVOICES AND TESTING & COMMISSIONING OF 500KV D/C QUAD BUNDLE TRANSMISSION LINES ON ACSR DRAKE CONDUCTOR ASSOCIATED WITH 500KV SIALKOT AND VEHARI SUBSTATION.,RFP-TL03-2026: PROCUREMENT OF CONSULTANCY...,Civil Works,RFP-TL03-2026,Ministry of Energy (Power Division),Lahore - Pakistan,Published,"Aug 21, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011937E,Construction/Works,2026-09-15,2026-08-30T06:06:58.732314
456,TS0000012008E,"Procurement of Automated Security Documents Verification Systems, Video Spectral Comparator and Compatible Allied Forensic Equipment for Forensic Section at DGIP",F.No. 01/2/26/Forensic/DGIP,Equipments,F.No. 01/2/26/Forensic/DGIP,Directorate General of Immigration & Passports,Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 14, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012008E,IT/Technology,2026-09-14,2026-08-30T06:06:58.732314
457,TS0000011892E,Procurement of Tools & Plant at Gwa Cantt,Publication of Tenders for MES in PPRA Website Publication of Tenders for MES in PPRA Website...,Equipments,6204/55/E-6,Ministry of Defence,Gujranwala - Pakistan,Published,"Aug 21, 2026","Sep 11, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011892E,Defence/Military,2026-09-11,2026-08-30T06:06:58.732314
458,TS0000011891E,"Tender Notice for Loading & Transportation of Rock Salt from Makrach Mine No. 60 to Bhelowal Depot, Makrach Weighbridge and M/s. LCI Khewra at PMDC Salt Mines, Makrach","Tender Notice for Loading & Transportation of Rock Salt from Makrach Mine No. 60 to Bhelowal Depot, Makrach Weighbridge and M/s. LCI Khewra at PMDC Salt Mines, Makrach Tender Notice for Loading & Transportation of...",Mining,Ref.No.PMDC/Pro/Trans/MK,Pakistan Mineral Development Corporation (PMDC),Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011891E,Other,2026-09-10,2026-08-30T06:06:58.732314
459,TS0000011901E,PROCUREMENT OF LABORATORY ITEMS,PROCUREMENT OF LABORATORY ITEMS PACB/721/2026-27/0833/P-3 (PROCUREMENT OF...,Miscellaneous,PACB/721/2026-27/0833/P-3,Ministry of Defence Production,Rawalpindi - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011901E,Goods/Supplies,2026-09-10,2026-08-30T06:06:58.732314
460,TS0000011906E,"MAJOR RENOVATION & REFURBISHMENT WORK OF NBP AIB BHUTTA ROAD BRANCH (2295), SUKKUR, SINDH & BALOCHISTAN REGION","MAJOR RENOVATION & REFURBISHMENT WORK OF NBP AIB BHUTTA ROAD BRANCH (2295), SUKKUR, SINDH & BALOCHISTAN REGION MAJOR RENOVATION & REFURBISHMENT WORK OF NBP...",Civil Works,P82846,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011906E,Construction/Works,2026-09-10,2026-08-30T06:06:58.732314
461,TS0000011908E,"MAJOR RENOVATION & REFURBISHMENT WORK OF NBP JIWANI BRANCH (0237), GAWADAR REGION","MAJOR RENOVATION & REFURBISHMENT WORK OF NBP JIWANI BRANCH (0237), GAWADAR REGION MAJOR RENOVATION & REFURBISHMENT WORK OF NBP...",Civil Works,P83239,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011908E,Construction/Works,2026-09-10,2026-08-30T06:06:58.732314
462,TS0000011912E,"MAJOR RENOVATION & REFURBISHMENT WORK OF NBP AIB KASHMIR ROAD BRANCH (0264) KARACHI, SINDH & BALOCHISTAN REGION","MAJOR RENOVATION & REFURBISHMENT WORK OF NBP AIB KASHMIR ROAD BRANCH (0264) KARACHI, SINDH & BALOCHISTAN REGION MAJOR RENOVATION & REFURBISHMENT WORK OF NBP...",Civil Works,P86005,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011912E,Construction/Works,2026-09-10,2026-08-30T06:06:58.732314
463,TS0000011917E,"MAJOR RENOVATION & REFURBISHMENT WORK FOR THE OFFICE OF GM MULTAN AT NBP REGIONAL OFFICE BUILDING, MULTAN","MAJOR RENOVATION & REFURBISHMENT WORK FOR THE OFFICE OF GM MULTAN AT NBP REGIONAL OFFICE BUILDING, MULTAN MAJOR RENOVATION & REFURBISHMENT WORK FOR THE...",Civil Works,P82375,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011917E,Construction/Works,2026-09-10,2026-08-30T06:06:58.732314
464,TS0000011675E,RATE RUNNING CONTRACT FOR PROVISION OF SEASONAL FLOWERS FOR EXECUTIVE BUILDINGS / RED ZONE FOR THE YEAR 2026-2027,,Miscellaneous,P91540,Capital Development Authority,Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011675E,Construction/Works,2026-09-10,2026-08-30T06:06:58.732314
465,TS0000011939E,"REQUEST FOR PROPOSAL (RFP) FOR THIRD-PARTY VALIDATION, PERFORMANCE AUDIT, MONITORING AND VERIFICATION OF SKILL DEVELOPMENT INITIATIVES & TRACER RESEARCH UNDER THE INITIATIVE OF ‘REVAMPING IT INDUSTRY LANDSCAPE""",Request For Proposal (RFP),Services,A (01)/PSEB/2026-26,Ministry of IT and Telecom,Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011939E,IT/Technology,2026-09-10,2026-08-30T06:06:58.732314
466,TS0000011941E,Procurement of Power Lab/ Lab Tutor Software,Procurement of Power Lab/ Lab Tutor Software,Info and Comm Tech,P94186,Bahria University,Karachi - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011941E,IT/Technology,2026-09-10,2026-08-30T06:06:58.732314
467,TS0000011949E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Paints & Varnishes Paints & Varnishes,Chemical Items,0064/LP/SJL/55,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011949E,Defence/Military,2026-09-10,2026-08-30T06:06:58.732314
468,TS0000011950E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Hydraulic Power Pack Hydraulic Power Pack,Mechanical/Machinery,0225/LP/SJL/56,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011950E,Defence/Military,2026-09-10,2026-08-30T06:06:58.732314
469,TS0000011951E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Compressed Felt Compressed Felt,Miscellaneous,0016/LP/SJL/56,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011951E,Defence/Military,2026-09-10,2026-08-30T06:06:58.732314
470,TS0000011952E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Lacquer Cellulose Nitrate Lacquer Cellulose Nitrate,Chemical Items,0021/LP/SJL/56,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011952E,Defence/Military,2026-09-10,2026-08-30T06:06:58.732314
471,TS0000011954E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Machine/Plant Spares (Mechanical) Machine/Plant Spares (Mechanical),Mechanical/Machinery,0210/LP/SJL/57,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011954E,Defence/Military,2026-09-10,2026-08-30T06:06:58.732314
472,TS0000011955E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Welding Equipment and Materials Welding Equipment and Materials,Equipments,0206/LP/SJL/57,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011955E,Defence/Military,2026-09-10,2026-08-30T06:06:58.732314
473,TS0000011959E,"TENDER FOR PURCHASE OF NORMAL SALINE DRIP 1000ML WITH IV SET FOR AVPL (BPD) OF NIH ON F.O.R, NIH, ISLAMABAD BASIS",TENDER FOR PURCHASE OF NORMAL SALINE DRIP 1000ML...,Health/Medicines,P94096,"Ministry of National Health Services, Regulation & Coordination",Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011959E,Medical/Health,2026-09-10,2026-08-30T06:06:58.732314
474,TS0000011967E,Procurement of Chemical / Gases,Chemical / Gases Chemical / Gases,Chemical Items,0028/LP/P-782/P-WIL/55,Wah Industries Limited,Wah Cantt - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011967E,Energy/Utilities,2026-09-10,2026-08-30T06:06:58.732314
475,TS0000011968E,"Preparation, Implementation and Certification services for ISO 9001, ISO/IEC 20000-1, for NTC Data Centers","Preparation, Implementation and Certification...",Info and Comm Tech,P79960,National Telecommunication Corporation (NTC),Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011968E,Services,2026-09-10,2026-08-30T06:06:58.732314
476,TS0000011969E,"Procurement of Industrial Chemicals, Paints & Varnishes","Industrial Chemicals, Paints & Varnishes Industrial Chemicals, Paints & Varnishes",Chemical Items,0047/LP/P-782/P-WIL/55,Wah Industries Limited,Wah Cantt - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011969E,Goods/Supplies,2026-09-10,2026-08-30T06:06:58.732314
477,TS0000011970E,"Procurement of Data Center Facility Equipment (Power, UPS & Cooling) for NTC Data Center, Islamabad",Procurement of Data Center Facility Equipment...,Info and Comm Tech,P90391,National Telecommunication Corporation (NTC),Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011970E,Energy/Utilities,2026-09-10,2026-08-30T06:06:58.732314
478,TS0000010976E,Procurement of Mobile Phones,"Procurement of 1,690 Android Smartphones for...",Info and Comm Tech,P69911,Ministry of Communications,Islamabad - Pakistan,PublishedCorrigendum,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010976E,Goods/Supplies,2026-09-10,2026-08-30T06:06:58.732314
479,TS0000010985E,Procurement of Cargo Loader Tricycles with Lockable Covered Rear Boxes,Procurement of 100 Units of 200cc Cargo Loader...,Vehicles,P69944,Ministry of Communications,Islamabad - Pakistan,PublishedCorrigendum,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010985E,Goods/Supplies,2026-09-10,2026-08-30T06:06:58.732314
480,TS0000012010E,"Procurement of Goods (Stock-able Food items & Non-food items) for 8- PBM Sweet Homes (PSHs) of Khyber Pakhtunkhaw, located at District Bajaur, Bannu, Khyber, Kohat, Mahsehra, Mardan, Shangla & Swat.","Procurement of Goods (Stock-able Food items & Non-food items) for 8- PBM Sweet Homes (PSHs) of Khyber Pakhtunkhaw, located at District Bajaur, Bannu, Khyber, Kohat, Mahsehra, Mardan, Shangla & Swat. Procurement of Goods (Stock-able Food items &...",Food Items,P91906,Ministry of Poverty Alleviation and Social Safety,Islamabad - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012010E,Goods/Supplies,2026-09-10,2026-08-30T06:06:58.732314
481,TS0000012012E,"Service Agreement Third Party Inspection, Testing of Lifting & Measuring Tools at HQ-3 (Hyderabad), HQ-2 (Nawabshah) and Shikarpur & Sibi Compressor Station (As per BOQ) (Under Single Stage One Envelope Bidding Procedure)(On Complete Package Basis).","Service Agreement Third Party Inspection, Testing of Lifting & Measuring Tools at HQ-3 (Hyderabad), HQ-2 (Nawabshah) and Shikarpur & Sibi Compressor Station (As per BOQ) (Under Single Stage One Envelope Bidding Procedure)(On Complete Package Basis). Service Agreement Third Party Inspection, Testing...",Services,SSGC/SC/NR/EPADS2/14335,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 21, 2026","Sep 10, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012012E,Services,2026-09-10,2026-08-30T06:06:58.732314
